name,description,slot,cooltime,hits,passive,aoe,random,multiplier_formula,multiplier_formula_raw,scales_with,icon_filename,used_on,level_progress_description,other_skill,aoe_1,single_target_1,self_effect_1,chance_1,on_crit_1,on_death_1,random_1,quantity_1,all_1,self_hp_1,target_hp_1,damage_1,note_1,aoe_2,single_target_2,self_effect_2,chance_2,on_crit_2,on_death_2,random_2,quantity_2,all_2,self_hp_2,target_hp_2,damage_2,note_2,aoe_3,single_target_3,self_effect_3,chance_3,on_crit_3,on_death_3,random_3,quantity_3,all_3,self_hp_3,target_hp_3,damage_3,note_3,aoe_4,single_target_4,self_effect_4,chance_4,on_crit_4,on_death_4,random_4,quantity_4,all_4,self_hp_4,target_hp_4,damage_4,note_4,aoe_5,single_target_5,self_effect_5,chance_5,on_crit_5,on_death_5,random_5,quantity_5,all_5,self_hp_5,target_hp_5,damage_5,note_5,id_1,url_1,name_1,is_buff_1,type_1,id_2,url_2,name_2,is_buff_2,type_2,id_3,url_3,name_3,is_buff_3,type_3,id_4,url_4,name_4,is_buff_4,type_4,id_5,url_5,name_5,is_buff_5,type_5,upgrade_1,upgrade_2,upgrade_3,upgrade_4,upgrade_5,upgrade_6,upgrade_7,upgrade_8,upgrade_1_effect,upgrade_1_amount,upgrade_2_effect,upgrade_2_amount,upgrade_3_effect,upgrade_3_amount,upgrade_4_effect,upgrade_4_amount,upgrade_5_effect,upgrade_5_amount,upgrade_6_effect,upgrade_6_amount,upgrade_7_effect,upgrade_7_amount,upgrade_8_effect,upgrade_8_amount
Slash Waves,Attacks an enemy with a sword 2 times. Each attack has a 50% chance to decrease the target's Attack Power for 2 turns. This attack will deal more damage according to your MAX HP.,2,4.0,2,False,False,False,{ATK} + 0.12*{MAX HP},"[[""ATTACK_TOT_HP"", ""*"", 0.12], [""+""], [""ATK"", ""*"", 1.0]]","['ATK', 'MAX HP']",skill_icon_0006_1_2.png,"[110, 109]","['Effect Rate +10%', 'Damage +10%', 'Effect Rate +10%', 'Damage +10%', 'Cooltime Turn -1']",0.0,False,True,False,30.0,False,False,False,2.0,False,False,False,False,,-1,-1,-1,-1.0,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,19.0,https://swarfarm.com/api/v2/skill-effects/19/,Decrease ATK,False,Debuff,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"{'effect': 'Effect Rate +{0}%', 'amount': 10}","{'effect': 'Damage +{0}%', 'amount': 10}","{'effect': 'Effect Rate +{0}%', 'amount': 10}","{'effect': 'Damage +{0}%', 'amount': 10}","{'effect': 'Cooltime Turn -{0}', 'amount': 1}",-1,-1,-1,Effect Rate +{0}%,10,Damage +{0}%,10,Effect Rate +{0}%,10,Damage +{0}%,10,Cooltime Turn -{0},1,-1,-1,-1,-1,-1,-1
Slash Waves,Attacks an enemy with a sword 2 times. Each attack has a 50% chance to decrease the target's Attack Power for 2 turns. This attack will deal more damage according to your MAX HP.,2,4.0,2,False,False,False,{ATK} + 0.12*{MAX HP},"[[""ATTACK_TOT_HP"", ""*"", 0.12], [""+""], [""ATK"", ""*"", 1.0]]","['ATK', 'MAX HP']",skill_icon_0006_2_2.png,"[454, 453]","['Effect Rate +10%', 'Damage +10%', 'Effect Rate +10%', 'Damage +10%', 'Cooltime Turn -1']",0.0,False,True,False,30.0,False,False,False,2.0,False,False,False,False,,-1,-1,-1,-1.0,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,19.0,https://swarfarm.com/api/v2/skill-effects/19/,Decrease ATK,False,Debuff,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"{'effect': 'Effect Rate +{0}%', 'amount': 10}","{'effect': 'Damage +{0}%', 'amount': 10}","{'effect': 'Effect Rate +{0}%', 'amount': 10}","{'effect': 'Damage +{0}%', 'amount': 10}","{'effect': 'Cooltime Turn -{0}', 'amount': 1}",-1,-1,-1,Effect Rate +{0}%,10,Damage +{0}%,10,Effect Rate +{0}%,10,Damage +{0}%,10,Cooltime Turn -{0},1,-1,-1,-1,-1,-1,-1
Taunting Strike,"Attacks an enemy with a humiliating strike, provoking the target with an 80% chance. This attack will deal more damage according to your MAX HP.",2,3.0,1,False,False,False,1.9*{ATK} + 0.26*{MAX HP},"[[""ATTACK_TOT_HP"", ""*"", 0.26], [""+""], [""ATK"", ""*"", 1.9]]","['ATK', 'MAX HP']",skill_icon_0006_3_2.png,"[514, 513]","['Effect Rate +10%', 'Damage +10%', 'Effect Rate +10%', 'Damage +10%', 'Cooltime Turn -1']",0.0,False,True,False,80.0,False,False,False,1.0,False,False,False,False,,-1,-1,-1,-1.0,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,24.0,https://swarfarm.com/api/v2/skill-effects/24/,Provoke,False,Debuff,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"{'effect': 'Effect Rate +{0}%', 'amount': 10}","{'effect': 'Damage +{0}%', 'amount': 10}","{'effect': 'Effect Rate +{0}%', 'amount': 10}","{'effect': 'Damage +{0}%', 'amount': 10}","{'effect': 'Cooltime Turn -{0}', 'amount': 1}",-1,-1,-1,Effect Rate +{0}%,10,Damage +{0}%,10,Effect Rate +{0}%,10,Damage +{0}%,10,Cooltime Turn -{0},1,-1,-1,-1,-1,-1,-1
Taunting Strike,"Attacks an enemy with a humiliating strike, provoking the target with an 80% chance. This attack will deal more damage according to your MAX HP.",2,3.0,1,False,False,False,1.9*{ATK} + 0.26*{MAX HP},"[[""ATTACK_TOT_HP"", ""*"", 0.26], [""+""], [""ATK"", ""*"", 1.9]]","['ATK', 'MAX HP']",skill_icon_0006_9_1.png,"[70, 69]","['Effect Rate +10%', 'Damage +10%', 'Effect Rate +10%', 'Damage +10%', 'Cooltime Turn -1']",0.0,False,True,False,80.0,False,False,False,1.0,False,False,False,False,,-1,-1,-1,-1.0,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,24.0,https://swarfarm.com/api/v2/skill-effects/24/,Provoke,False,Debuff,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"{'effect': 'Effect Rate +{0}%', 'amount': 10}","{'effect': 'Damage +{0}%', 'amount': 10}","{'effect': 'Effect Rate +{0}%', 'amount': 10}","{'effect': 'Damage +{0}%', 'amount': 10}","{'effect': 'Cooltime Turn -{0}', 'amount': 1}",-1,-1,-1,Effect Rate +{0}%,10,Damage +{0}%,10,Effect Rate +{0}%,10,Damage +{0}%,10,Cooltime Turn -{0},1,-1,-1,-1,-1,-1,-1
Cry of Challenge,Increases your Defense for 3 turns and provokes all enemies with an 80% chance.,3,5.0,0,False,True,False,,[],[],skill_icon_0006_4_2.png,"[222, 221]","['Effect Rate +10%', 'Effect Rate +10%', 'Cooltime Turn -1', 'Cooltime Turn -1']",0.0,False,False,True,-1.0,False,False,False,3.0,False,False,False,False,,True,False,False,80.0,False,False,False,1.0,False,False,False,False,,-1,-1,-1,-1.0,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,2.0,https://swarfarm.com/api/v2/skill-effects/2/,Increase DEF,True,Buff,24.0,https://swarfarm.com/api/v2/skill-effects/24/,Provoke,False,Debuff,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"{'effect': 'Effect Rate +{0}%', 'amount': 10}","{'effect': 'Effect Rate +{0}%', 'amount': 10}","{'effect': 'Cooltime Turn -{0}', 'amount': 1}","{'effect': 'Cooltime Turn -{0}', 'amount': 1}",-1,-1,-1,-1,Effect Rate +{0}%,10,Effect Rate +{0}%,10,Cooltime Turn -{0},1,Cooltime Turn -{0},1,-1,-1,-1,-1,-1,-1,-1,-1
Strong Will (Passive),"When your HP is lower than 30%, the damage you receive is reduced by 50%. [Automatic Effect]",3,0.0,1,True,False,False,,[],[],skill_icon_0002_3_4.png,[70],[],0.0,False,False,True,100.0,False,False,False,50.0,False,False,False,False,When HP lower than 30%,-1,-1,-1,-1.0,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,59.0,https://swarfarm.com/api/v2/skill-effects/59/,Decrease Damage,True,Neutral,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Slash Wind,"Attacks the enemy with a lightning fast slash, making the target's Attack Bar drop to 0, and inflicts an irresistible provoke for 1 turn. This attack will deal more damage according to your MAX HP.",3,5.0,1,False,False,False,2.0*{ATK} + 0.3*{MAX HP},"[[""ATK"", ""*"", 2.0], [""+""], [""ATTACK_TOT_HP"", ""*"", 0.3]]","['ATK', 'MAX HP']",skill_icon_0006_5_2.png,[110],"['Damage +10%', 'Damage +10%', 'Damage +10%', 'Cooltime Turn -1']",0.0,False,True,False,-1.0,False,False,False,-1.0,True,False,False,False,,False,True,False,100.0,False,False,False,1.0,False,False,False,False,,False,True,False,-1.0,False,False,False,-1.0,False,False,False,False,Provoke,-1,-1,-1,-1.0,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,33.0,https://swarfarm.com/api/v2/skill-effects/33/,Decrease ATB,False,Neutral,24.0,https://swarfarm.com/api/v2/skill-effects/24/,Provoke,False,Debuff,69.0,https://swarfarm.com/api/v2/skill-effects/69/,Ignore Resistance,False,Neutral,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"{'effect': 'Damage +{0}%', 'amount': 10}","{'effect': 'Damage +{0}%', 'amount': 10}","{'effect': 'Damage +{0}%', 'amount': 10}","{'effect': 'Cooltime Turn -{0}', 'amount': 1}",-1,-1,-1,-1,Damage +{0}%,10,Damage +{0}%,10,Damage +{0}%,10,Cooltime Turn -{0},1,-1,-1,-1,-1,-1,-1,-1,-1
Knighthood (Passive),Decreases the damage that other allies receive by 20%. This effect doesn't accumulate with other damage reduction effect skills. [Automatic Effect],3,0.0,1,True,True,False,,[],[],skill_icon_0006_6_2.png,"[454, 453]",[],0.0,True,False,False,-1.0,False,False,False,15.0,False,False,False,False,,-1,-1,-1,-1.0,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,59.0,https://swarfarm.com/api/v2/skill-effects/59/,Decrease Damage,True,Neutral,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Wanderer (Passive),"Decreases the chances of receiving a Critical Hit by 50%, and decreases the cooltime of your skill each time you're attacked. [Automatic Effect]",3,0.0,1,True,False,False,,[],[],skill_icon_0006_7_2.png,"[514, 513]",[],0.0,False,False,False,-1.0,False,False,False,1.0,True,False,False,False,Whenever monster is attacked,-1,-1,-1,-1.0,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,43.0,https://swarfarm.com/api/v2/skill-effects/43/,Reduce Cooltime,True,Neutral,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Throwing Axe,Attacks with a flying axe and inflicts Continuous Damage for 3 turns with a 30% chance.,1,0.0,1,False,False,False,3.7*{ATK},"[[""ATK"", ""*"", 3.7]]",['ATK'],skill_icon_0005_9_0.png,"[224, 223]","['Damage +5%', 'Damage +5%', 'Effect Rate +10%', 'Effect Rate +10%', 'Damage +10%', 'Damage +10%', 'Effect Rate +20%']",0.0,False,True,False,30.0,False,False,False,3.0,False,False,False,False,,-1,-1,-1,-1.0,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,26.0,https://swarfarm.com/api/v2/skill-effects/26/,Continuous DMG,False,Debuff,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"{'effect': 'Damage +{0}%', 'amount': 5}","{'effect': 'Damage +{0}%', 'amount': 5}","{'effect': 'Effect Rate +{0}%', 'amount': 10}","{'effect': 'Effect Rate +{0}%', 'amount': 10}","{'effect': 'Damage +{0}%', 'amount': 10}","{'effect': 'Damage +{0}%', 'amount': 10}","{'effect': 'Effect Rate +{0}%', 'amount': 20}",-1,Damage +{0}%,5,Damage +{0}%,5,Effect Rate +{0}%,10,Effect Rate +{0}%,10,Damage +{0}%,10,Damage +{0}%,10,Effect Rate +{0}%,20,-1,-1
Throwing Axe,Attacks with a flying axe and inflicts Continuous Damage for 3 turns with a 30% chance.,1,0.0,1,False,False,False,3.7*{ATK},"[[""ATK"", ""*"", 3.7]]",['ATK'],skill_icon_0005_8_0.png,"[807, 71]","['Damage +5%', 'Damage +5%', 'Effect Rate +10%', 'Effect Rate +10%', 'Damage +10%', 'Damage +10%', 'Effect Rate +20%']",0.0,False,True,False,30.0,False,False,False,3.0,False,False,False,False,,-1,-1,-1,-1.0,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,26.0,https://swarfarm.com/api/v2/skill-effects/26/,Continuous DMG,False,Debuff,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"{'effect': 'Damage +{0}%', 'amount': 5}","{'effect': 'Damage +{0}%', 'amount': 5}","{'effect': 'Effect Rate +{0}%', 'amount': 10}","{'effect': 'Effect Rate +{0}%', 'amount': 10}","{'effect': 'Damage +{0}%', 'amount': 10}","{'effect': 'Damage +{0}%', 'amount': 10}","{'effect': 'Effect Rate +{0}%', 'amount': 20}",-1,Damage +{0}%,5,Damage +{0}%,5,Effect Rate +{0}%,10,Effect Rate +{0}%,10,Damage +{0}%,10,Damage +{0}%,10,Effect Rate +{0}%,20,-1,-1
Throwing Axe,Attacks with a flying axe and inflicts Continuous Damage for 3 turns with a 30% chance.,1,0.0,1,False,False,False,3.7*{ATK},"[[""ATK"", ""*"", 3.7]]",['ATK'],skill_icon_0005_0_1.png,"[802, 803]","['Damage +5%', 'Damage +5%', 'Effect Rate +10%', 'Effect Rate +10%', 'Damage +10%', 'Damage +10%', 'Effect Rate +20%']",0.0,False,True,False,30.0,False,False,False,3.0,False,False,False,False,,-1,-1,-1,-1.0,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,26.0,https://swarfarm.com/api/v2/skill-effects/26/,Continuous DMG,False,Debuff,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"{'effect': 'Damage +{0}%', 'amount': 5}","{'effect': 'Damage +{0}%', 'amount': 5}","{'effect': 'Effect Rate +{0}%', 'amount': 10}","{'effect': 'Effect Rate +{0}%', 'amount': 10}","{'effect': 'Damage +{0}%', 'amount': 10}","{'effect': 'Damage +{0}%', 'amount': 10}","{'effect': 'Effect Rate +{0}%', 'amount': 20}",-1,Damage +{0}%,5,Damage +{0}%,5,Effect Rate +{0}%,10,Effect Rate +{0}%,10,Damage +{0}%,10,Damage +{0}%,10,Effect Rate +{0}%,20,-1,-1
Throwing Axe,Attacks with a flying axe and inflicts Continuous Damage for 3 turns with a 30% chance.,1,0.0,1,False,False,False,3.7*{ATK},"[[""ATK"", ""*"", 3.7]]",['ATK'],skill_icon_0005_2_1.png,"[516, 515]","['Damage +5%', 'Damage +5%', 'Effect Rate +10%', 'Effect Rate +10%', 'Damage +10%', 'Damage +10%', 'Effect Rate +20%']",0.0,False,True,False,30.0,False,False,False,3.0,False,False,False,False,,-1,-1,-1,-1.0,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,26.0,https://swarfarm.com/api/v2/skill-effects/26/,Continuous DMG,False,Debuff,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"{'effect': 'Damage +{0}%', 'amount': 5}","{'effect': 'Damage +{0}%', 'amount': 5}","{'effect': 'Effect Rate +{0}%', 'amount': 10}","{'effect': 'Effect Rate +{0}%', 'amount': 10}","{'effect': 'Damage +{0}%', 'amount': 10}","{'effect': 'Damage +{0}%', 'amount': 10}","{'effect': 'Effect Rate +{0}%', 'amount': 20}",-1,Damage +{0}%,5,Damage +{0}%,5,Effect Rate +{0}%,10,Effect Rate +{0}%,10,Damage +{0}%,10,Damage +{0}%,10,Effect Rate +{0}%,20,-1,-1
Throwing Axe,Attacks with a flying axe and inflicts Continuous Damage for 3 turns with a 30% chance.,1,0.0,1,False,False,False,3.7*{ATK},"[[""ATK"", ""*"", 3.7]]",['ATK'],skill_icon_0005_1_1.png,"[160, 159]","['Damage +5%', 'Damage +5%', 'Effect Rate +10%', 'Effect Rate +10%', 'Damage +10%', 'Damage +10%', 'Effect Rate +20%']",0.0,False,True,False,30.0,False,False,False,3.0,False,False,False,False,,-1,-1,-1,-1.0,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,26.0,https://swarfarm.com/api/v2/skill-effects/26/,Continuous DMG,False,Debuff,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"{'effect': 'Damage +{0}%', 'amount': 5}","{'effect': 'Damage +{0}%', 'amount': 5}","{'effect': 'Effect Rate +{0}%', 'amount': 10}","{'effect': 'Effect Rate +{0}%', 'amount': 10}","{'effect': 'Damage +{0}%', 'amount': 10}","{'effect': 'Damage +{0}%', 'amount': 10}","{'effect': 'Effect Rate +{0}%', 'amount': 20}",-1,Damage +{0}%,5,Damage +{0}%,5,Effect Rate +{0}%,10,Effect Rate +{0}%,10,Damage +{0}%,10,Damage +{0}%,10,Effect Rate +{0}%,20,-1,-1
Crushing Armor,Attacks an enemy and decreases the enemy's Defense for 2 turns. The damage increases accordingly to your current HP situation.,2,4.0,1,False,False,False,{ATK}*(3.5*{Current HP %} + 4.0),"[[""ATK"", ""*"", 1.0], [""*""], [""ATTACK_CUR_HP_RATE"", ""*"", 3.5, ""+"", 4.0]]","['ATK', 'Current HP %']",skill_icon_0005_4_1.png,"[224, 223]","['Damage +5%', 'Damage +10%', 'Damage +10%', 'Cooltime Turn -1']",0.0,False,True,False,100.0,False,False,False,2.0,False,False,False,False,,-1,-1,-1,-1.0,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,20.0,https://swarfarm.com/api/v2/skill-effects/20/,Decrease DEF,False,Debuff,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"{'effect': 'Damage +{0}%', 'amount': 5}","{'effect': 'Damage +{0}%', 'amount': 10}","{'effect': 'Damage +{0}%', 'amount': 10}","{'effect': 'Cooltime Turn -{0}', 'amount': 1}",-1,-1,-1,-1,Damage +{0}%,5,Damage +{0}%,10,Damage +{0}%,10,Cooltime Turn -{0},1,-1,-1,-1,-1,-1,-1,-1,-1
Crushing Armor,Attacks an enemy and decreases the enemy's Defense for 2 turns. The damage increases accordingly to your current HP situation.,2,4.0,1,False,False,False,{ATK}*(3.5*{Current HP %} + 4.0),"[[""ATK"", ""*"", 1.0], [""*""], [""ATTACK_CUR_HP_RATE"", ""*"", 3.5, ""+"", 4.0]]","['ATK', 'Current HP %']",skill_icon_0005_5_1.png,"[802, 803]","['Damage +5%', 'Damage +10%', 'Damage +10%', 'Cooltime Turn -1']",0.0,False,True,False,100.0,False,False,False,2.0,False,False,False,False,,-1,-1,-1,-1.0,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,20.0,https://swarfarm.com/api/v2/skill-effects/20/,Decrease DEF,False,Debuff,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"{'effect': 'Damage +{0}%', 'amount': 5}","{'effect': 'Damage +{0}%', 'amount': 10}","{'effect': 'Damage +{0}%', 'amount': 10}","{'effect': 'Cooltime Turn -{0}', 'amount': 1}",-1,-1,-1,-1,Damage +{0}%,5,Damage +{0}%,10,Damage +{0}%,10,Cooltime Turn -{0},1,-1,-1,-1,-1,-1,-1,-1,-1
Crushing Armor,Attacks an enemy and decreases the enemy's Defense for 2 turns. The damage increases accordingly to your current HP situation.,2,4.0,1,False,False,False,{ATK}*(3.5*{Current HP %} + 4.0),"[[""ATK"", ""*"", 1.0], [""*""], [""ATTACK_CUR_HP_RATE"", ""*"", 3.5, ""+"", 4.0]]","['ATK', 'Current HP %']",skill_icon_0005_7_1.png,"[516, 515]","['Damage +5%', 'Damage +10%', 'Damage +10%', 'Cooltime Turn -1']",0.0,False,True,False,100.0,False,False,False,2.0,False,False,False,False,,-1,-1,-1,-1.0,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,20.0,https://swarfarm.com/api/v2/skill-effects/20/,Decrease DEF,False,Debuff,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"{'effect': 'Damage +{0}%', 'amount': 5}","{'effect': 'Damage +{0}%', 'amount': 10}","{'effect': 'Damage +{0}%', 'amount': 10}","{'effect': 'Cooltime Turn -{0}', 'amount': 1}",-1,-1,-1,-1,Damage +{0}%,5,Damage +{0}%,10,Damage +{0}%,10,Cooltime Turn -{0},1,-1,-1,-1,-1,-1,-1,-1,-1
Marauder (Passive),Recovers HP by 30% of the inflicted damage and steals one beneficial effect. [Automatic Effect],3,0.0,0,True,False,False,,[],[],skill_icon_0005_9_1.png,[224],[],0.0,False,False,True,-1.0,False,False,False,30.0,False,False,False,True,,False,True,False,100.0,False,False,False,1.0,False,False,False,False,,-1,-1,-1,-1.0,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,45.0,https://swarfarm.com/api/v2/skill-effects/45/,Self-Heal,True,Neutral,42.0,https://swarfarm.com/api/v2/skill-effects/42/,Steal Buff,False,Neutral,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Multiple Throw,Throws 3 axes at an enemy. Your Attack Bar increases by 15% if this attack lands as a Critical Hit.,2,3.0,3,False,False,False,2.1*{ATK},"[[""ATK"", ""*"", 2.1]]",['ATK'],skill_icon_0005_3_1.png,"[807, 71]","['Damage +5%', 'Damage +10%', 'Damage +15%']",0.0,False,False,True,-1.0,True,False,False,15.0,False,False,False,False,,-1,-1,-1,-1.0,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,17.0,https://swarfarm.com/api/v2/skill-effects/17/,Increase ATB,True,Neutral,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"{'effect': 'Damage +{0}%', 'amount': 5}","{'effect': 'Damage +{0}%', 'amount': 10}","{'effect': 'Damage +{0}%', 'amount': 15}",-1,-1,-1,-1,-1,Damage +{0}%,5,Damage +{0}%,10,Damage +{0}%,15,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
